;Область, Авторы,Идентификаторы авторов,Ссылка,Ключевые слова автора,Ключевые слова указателя;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Savchenko A.V.,""42962245900";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922686488&doi=10.18287%2f0134-2452-2013-37-2-254-262&partnerID=40&md5=ae4476e7eac043e030716923596393e1"",""Automatic image recognition"; Face recognition; Probabilistic neural network;" Test for samples nearest neighbour rule"",""Image recognition"; Neural networks; Statistical tests; Neural networks; Statistical tests; Experimental research; Jensen-Shannon divergence; Nearest neighbor rule; Nearest neighbour rules; Probabilistic neural networks; Recognition accuracy; Recognition criterion; Statistical classification; Face recognition;" Face recognition""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Aleskerov F., Egorova L., Gokhberg L., Myachin A., Sagieva G.,""7003947309";55611939400;6508192345;56117933000;55903734500;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898757030&doi=10.1016%2fj.procs.2013.05.089&partnerID=40&md5=9e7ac302329e94a666172e5565b580ec"",""Cluster analysis"; Education; Innovative activity; Pattern; Regions of the Russian Federation;" Science"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Babkin E., Karpov N., Kozyrev O.,""6701533991";56337992700;6602554401;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906547297&doi=10.1007%2f978-3-642-40823-6&partnerID=40&md5=7d869d55b2df145fb57ee7704ea0d21b"",""Ontologies"; Service-oriented design;" Teams formation"",""Information science"; Ontology; Semantics; Software prototyping; Information Modeling; Ontological engineering; Research teams; Semantic platforms; Service-oriented design; Team formation; Teams formation; Theoretical approach;" Semantic Web""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Merikas A., Merika A., Penikas H.,""25227819000";16310322100;55471176500;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898718047&doi=10.1016%2fj.procs.2013.05.144&partnerID=40&md5=b859d07f96a10d50b14faefd75fcfc86"",""Copula"; Goodness-of-forecast; Shipping; Structural shift;" Time charter rates"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Goldengorin B.I., Malyshev D.S., Pardalos P.M., Zamaraev V.A.,""6506538311";25522390800;7005330875;46161808500;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921701087&doi=10.1007%2fs10878-013-9606-z&partnerID=40&md5=f5b380d023b7e95da9aa6b63b53c4327"",""Combinatorial optimization"; Heuristics; Independent set problem;" Notion of a tolerance"",""Algorithms"; Approximation algorithms; Combinatorial optimization; Heuristic algorithms; Heuristic methods; Optimization; Combinatorial optimization problems; Computational experiment; Exact algorithms; Heuristic approach; Heuristics; Independent set problems; Weighted independent set problem;" Problem solving""";;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Revenko A.,""55225811200";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922487275&partnerID=40&md5=14cef9e01852c14e81140121fa7a1e28"",""Debugging"; Formal context analysis;" Implication"",""Computer debugging"; Errors; Information analysis; Information retrieval; Program debugging; Formal contexts; Implication; Logical forms; Logical levels; New approaches; Source codes;" Formal concept analysis""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Revenko A.,""55225811200";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922781760&partnerID=40&md5=b614740ee76b75f4cab5e52ed472d9c9"",""Debugging"; Formal context analysis;" Implication"",""Artificial intelligence"; Codes (symbols); Computer debugging; Formal contexts; Implication; Logical expressions; Logical levels; Program code; Source codes;" Program debugging""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Nenova E., Ignatov D.I., Konstantinov A.V.,""56431115600";56926915100;55420166400;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922519002&partnerID=40&md5=7ca71a3e13764167d7af3e8e293b335c"",""Boolean Matrix Factorisation"; Formal Concept Analysis; Recommender algorithms;" Singular value decomposition"",""Collaborative filtering"; Factorization; Information analysis; Information retrieval; Matrix algebra; Singular value decomposition; Average errors; Boolean Matrix; Movielens; New approaches; Recommender algorithms;" Formal concept analysis""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Ilvovsky D.A., Klimushkin M.A.,""55967196200";36682745400;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922509224&partnerID=40&md5=19f2aa499341870fc4f665043af34145"",,""Information analysis"; Information retrieval; Formal concept analyses (FCA); Formal concepts; Formal contexts; Measuring similarities; New approaches; Political news; Redundant data;" Formal concept analysis""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Bylinina L., Lander Y.,""55308209300";25637466200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926380277&partnerID=40&md5=76b7982e87fc5eba0e8004b8a32e8603"",,""Comparative semantics";" Semantics""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Kogan K., Nikolenko S., Keshav S., Lopez-Ortiz A.,""8219662100";13608710100;10141917500;6701682515;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893214158&doi=10.1109%2fSustainIT.2013.6685197&partnerID=40&md5=c8ea96e474e7fcbdcc6b62b283b26952"",,""Sustainable development"; Co-located; Demand-assignment; Distributed generators; Electrical load; Generation resources; Power levels; Resource demands; Switched paths;" Distributed power generation""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Babkin E., Sergeev A.,""6701533991";56379652600;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907808413&partnerID=40&md5=dcf2198e4d125360591114744e9fc203"",""Decision support"; DEMO methodology; Enterprise restructuring;" Transaction cost theory"",""Decision supports"; DEMO methodology; Enterprise restructuring; Transaction-cost theory; Cost effective; Enterprise development; Model-based OPC; Transaction cost; Cost effectiveness; Costs; Decision theory;" Decision support systems""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Aleskerov F.T., Chistyakov V.V.,""7003947309";7005793389;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890482480&doi=10.1016%2fj.procs.2013.05.140&partnerID=40&md5=425d32934fb79645ade262d1bfff0497"",""Aggregation"; Algorithm; Axiomatics; Preference; Ranking;" Threshold rule"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Toporkov V., Toporkova A., Tselishchev A., Yemelyanov D.,""55961546000";6507444021;24825612100;35175412600;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882981606&doi=10.1007%2f978-3-319-00945-2_42&partnerID=40&md5=1f9fc8ee6050614806de963be7fa5e6e"",,""Distributed computer systems"; Quality of service; Scheduling; Co-allocation; Computational environments; Economic scheduling; Job execution; Linear complexity; Non-dedicated resources; Resource request; Selection algorithm;" Algorithms""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Zhukova N.A., Ignatov D.I., Smirnova O.V.,""56406142300";56926915100;55779814600;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910679831&partnerID=40&md5=02d4a137f8161b84b791fb48af58f48f"",""Data processing"; Dynamic information model; Geoscience;" Intelligent processing of oceanographic data"",""Data processing"; Information theory; Data processing and analysis; Data representations; Dynamic information; Geosciences; Model description; Oceanographic data; Statistical modeling; Water environments;" Data handling""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Vladimirov A.A.,""7102276432";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876265999&doi=10.1134%2fS0032946013010055&partnerID=40&md5=543fa294376d4c219897639b7fdb3628"",,""Finite alphabet"; Matchings; RNA molecules; Secondary structures; Computer networks; Information theory;" RNA""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Buzmakov A., Egho E., Jay N., Kuznetsov S.O., Napoli A., Raïssi C.,""56018681500";55642437100;24733668200;7202573378;7005873419;15846637200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924409264&partnerID=40&md5=dd4eefc835e71f11cd990b8811b8ffa1"",""Formal concept analysis"; Pattern structures; Projections; Sequences;" Sequential pattern structures"",""Information analysis"; Textile printing; Domain knowledge; Expert knowledge; Pattern structure; Projections; Sequences; Sequential data; Sequential patterns; Subsequence matching;" Formal concept analysis""";;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Melnichenko A., Bronevich A.,""57194736950";23102270900;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887754799&partnerID=40&md5=93231d4372f9dec1e33cfe8322f5db42"",""Automatic image annotation"; Conditional random field; Image retrieval;" Low-level features"",""Image analysis"; Image segmentation; Information analysis; Knowledge management; Random processes; Annotation scheme; Automatic annotation; Automatic image annotation; Clustering techniques; Conditional random field; High level semantics; Low-level features; Natural languages;" Image retrieval""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Buzmakov A., Egho E., Jay N., Kuznetsov S.O., Napoli A., Raïssi C.,""56018681500";55642437100;24733668200;7202573378;7005873419;15846637200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922804184&partnerID=40&md5=aeba63dec0139eb9a887025b07ac3640"",""Formal concept analysis"; Pattern structures; Sequences;" Sequential pattern structures"",""Artificial intelligence"; Information analysis; Textile printing; Formal concept analyses (FCA); Patient trajectories; Pattern structure; Sequence comparisons; Sequences; Sequential data; Sequential patterns; Subsequence matching;" Formal concept analysis""";;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Poletaeva T., Abdulrab H., Babkin E.,""56337698400";6602972854;6701533991;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906536219&doi=10.1007%2f978-3-642-40823-6&partnerID=40&md5=727892c7aad2e79ae9686097939971f6"",""Business process model"; Meta-model; Multi-agent; Object-paradigm;" Organizational diagnosis"",""Information science"; Ontology; Supply chains; Business process model; Meta model; Multi-agent; Object-paradigm; Organizational diagnosis;" Information systems""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Zykov S., Kukushkin A.,""36146486900";56909646600;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944595462&doi=10.4018%2fijwp.2013100101&partnerID=40&md5=4ca2d07db74f81a44e187f7d885b88eb"",""Change management"; Data modeling; Enterprise content management; Enterprise portal; Heterogeneous data management; Logical deduction; Project integration management; Selective-function linear resolution for definite clause;" Semantic network"",""Complex networks"; Computer integrated manufacturing; Data structures; Gas industry; Knowledge engineering; Nuclear power plants; Portals; Problem oriented languages; Project management; Semantics; Software engineering; Web services; Websites; Change management; Enterprise content managements; Enterprise portals; Heterogeneous data; Linear resolutions; Logical deduction; Project integration; Semantic network;" Information management""";;;;;;;;;;;;;;;
4;"Osipov D.S., Frolov A.A., Zyablov V.V.,""24481886700";36452224100;7005949263;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898011474&doi=10.1134%2fS0032946013040029&partnerID=40&md5=755a5958a1c5586e5bcb58e747715084"",,""Computer networks"; Information theory; Analytical expressions; Multiple-access systems; Non-asymptotic; Single users; Subchannels; Two channel; User capacity;" Signal receivers""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Kalenkova A.A., Lomazova I.A.,""36600541900";6701413146;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924804286&partnerID=40&md5=63fc3fc760329c0260937db9d44bb09f"",,""Flow structure"; Model checking; Petri nets; Specifications; Control-flow structures; Life events; Process Discovery; Process mining; Reset arcs; State based; Transition system; Workflow nets;" Data mining""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Poletaeva T., Abdulrab H., Babkin E.,""56337698400";6602972854;6701533991;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025125471&doi=10.1007%2f978-3-642-41638-5_8&partnerID=40&md5=22fdec0543479cf819bfbe4cd0c7a393"",""Business process model"; Metadata model; Multi-agent; Ontology;" Traceability"",""Abstracting"; Information analysis; Multi agent systems; Ontology; Supply chains; Agent-based approach; Business objects; Business process model; Data representations; Enterprise ontology; Metadata model; Multi agent; Traceability;" Application programs""";;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Buzmakov A., Neznanov A.,""56018681500";55329014600;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922777676&partnerID=40&md5=9bbfe8db9bd66e91afd24099c02d2882"",""Formal Concept Analysis"; Pattern structures;" Software"",""Artificial intelligence"; Computer software; Information analysis; Textile printing; Efficient architecture; Pattern structure; Practical computing;" Formal concept analysis""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Roslovtsev V., Shumsky L., Evgeny B., Anastasya B., Kazantsev N.,""55930394200";55930146900;55561202900;56039660900;36237354600;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894108568&doi=10.1109%2fISKO-Maghreb.2013.6728118&partnerID=40&md5=adb1e23bd316a6ff0264474aa0604912"",""Conceptual modeling"; Data integration; Data transformation; Enterprise Service Bus;" Integration Bus"",""Data integration"; Metadata; Automatic Generation; Canonical modeling; Canonical representations; Conceptual model; Data transformation; Enterprise service bus; Source modeling; Synthetic approach;" Buses""";;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Mirkin B.,""35428028600";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893102081&doi=10.1007%2f978-3-319-00029-9_2&partnerID=40&md5=a03c04457ba8227f5f53324cd6f82e70"",""Association between categories"; Clustering; Data analysis; Hierarchical ontology;" Taxonomy, computational interpretation"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Nekorkin V., Dmitrichev A., Kasatkin D., Afraimovich V.,""7004468484";24179438800;7801381639;7004340229;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974663236&doi=10.1142%2f9789814434805_0007&partnerID=40&md5=32b6aa877d771ae58caf565a504cd6c3"",,""Cellular automata"; Dynamics; Chemical synapsis; Dynamics of networks; Excitatory neural network; Morris-Lecar neurons; Short term plasticity; Synaptic connections;" Cellular neural networks""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Kuleshov A.P., Bernstein A.V.,""25621485600";55926029700;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901328185&doi=10.1117%2f12.2050125&partnerID=40&md5=cc0287e1478f0dfdc4411e4dae37d8d0"",""Data manifold"; Image manifold; Manifold Learning; Tangent Bundle Manifold Learning;" Tangent spaces"",""Engineering"; Molecular physics; Data manifolds; Image applications; Image manifolds; Manifold learning; Tangent space;" Computer vision""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Tagiew R., Ignatov D.I., Amroush F.,""25653188300";56926915100;55248328300;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898047626&doi=10.1109%2fICDMW.2013.75&partnerID=40&md5=02f10944abd08194e448800b19cda124"",""Data Mining"; Experimental Economics; Game Mining; Human Behavior; Machine Learning;" Social Learning"",""Behavioral research"; Forecasting; Game theory; Learning systems; Philosophical aspects; Deterministic behavior; Deterministic rule; Experimental economics; Game-theoretic; Human behaviors; Human subjects; Related works; Social learning;" Data mining""";;;;;;;;;;;;;;;;;;;;;;;;;
4;"Potocki A., Polukhin A., Drobyazko G., Hladky D., Klintsov V., Unbehauen J.,""6508375149";55865174200;23391866500;36623672100;23392842700;24385793500;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884668249&doi=10.1007%2f978-3-642-41360-5_10&partnerID=40&md5=08079b8bf134af6afe77aa5e7c0d668d"",""Index"; Multiple joins; Query optimization; RDF;" SPARQL"",""Bridges"; Knowledge engineering; Optimization; Query processing; Database schemas; Fundamental design; Index; Index data structures; Query optimization; Query performance; RDF; SPARQL;" Semantic Web""";;;;;;;;;;;;;;;;;;;;;;;;
4;"Titov I., Tsitovich I., Poryazov S.,""57198048938";6603934573;6506048517;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871208561&doi=10.1007%2f978-3-642-35980-4_21&partnerID=40&md5=315c76a4c44d8e97b0fbd55f3e70e2d7"",""communication system traffic"; mathematical model; Poisson arrival process; self-similar;" time scale"",""Mathematical models"; Queueing theory; Telecommunication networks; Telecommunication traffic; Analysis of data; Communication system traffic; Poisson arrival process; Real traffic; Self-similar; Source traffic; Time-scales; Traffic analysis; Traffic fluctuations; Traffic model;" Time measurement""";;;;;;;;;;;;;;;;;;;;;;;;;
4;"Aleskerov F., Mitichkin E., Shvydun S., Yakuba V.,""7003947309";56116970500;55862150500;15838265400;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898759432&doi=10.1016%2fj.procs.2013.05.143&partnerID=40&md5=835912b7ba62ba40c56b3300470b2a3b"",""Adaptive Filtering"; Learning to Rank; Search Problem;" Super-threshold Choice Procedures"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Bashkin V.A., Lomazova I.A.,""35864818900";6701413146;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910082473&partnerID=40&md5=b0014d0f6e2e40324f783d5b1a97aba8"",,""Application programs"; Computability and decidability; Computation theory; Software engineering; Infinite numbers; Initial resources; Resource workflow nets; Work-flow systems; Workflow nets;" Petri nets""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
