12;"Kozintseva E., Skvortsov A., Ulicheva A., Vlasova A.,""55266444100";21735514900;55266444400;55266667000;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863004510&doi=10.3233%2fBEN-2012-119010&partnerID=40&md5=3816efb707bee743b4c8e4a0705b2194"",""cognitive approach"; dysgraphia; Luria; Russian; Syndrome approach;" writing"",""article"; cognition; conceptual framework; dysgraphia; grapheme; human; language; language ability; neuropsychology; phoneme; phonetics; phonological dysgraphia; priority journal; psychological model; psychological theory; semantics; speech; surface dysgraphia;" writing""";;;;;;;;;;;;;
13;"Meissner D.,""55337583500";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870064079&doi=10.1016%2fj.futures.2012.07.010&partnerID=40&md5=059f9be65f45d05454afec8b97b98e6f"",,""future prospect"; holistic approach; innovation; performance assessment; socioeconomic impact; technological development;" trend analysis""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Karaganov S.,""26025142400";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895171741&partnerID=40&md5=bcd0af1e8abe445f8d64d3de7d4538f5"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Larionova M.,""56153880200";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900225568&partnerID=40&md5=913ba40650895af148760083bd2fcb84"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Larionova M.,""56153880200";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900071288&partnerID=40&md5=630374ffebcafaece80d724de0ca958d"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Larionova M.,""56153880200";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900225610&partnerID=40&md5=b0b6a7f1851fff221ce89d1fe5e99f9e"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Soboleva A.,""19639351400";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900089469&partnerID=40&md5=0d3a1168277f2ba35c66ca151a2bbc36"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Larionova M., Rakhmangulov M.,""56153880200";56153497100;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900115089&partnerID=40&md5=07d8749cd394fe1e97348dc12d7ef3f1"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Larionova M., Renard T.,""56153880200";36170025900;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900105374&partnerID=40&md5=03bd9aaef0974ec7ef296ba96b65319b"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Medvedev S., Tomashov I.,""56154171400";56153615200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900152558&partnerID=40&md5=da9c136d1059221ecc0bb238916553f4"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Medvedev S., Tomashov I.,""56154171400";56153615200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900267261&partnerID=40&md5=6b79f669d1bcbb02506294628882b205"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Medvedev S., Tomashov I.,""56154171400";56153615200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900057630&partnerID=40&md5=045150512434c0d336f80ef5f3ce8aa4"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Zuev V.,""56153933700";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900063896&partnerID=40&md5=4bdc40f58b102bf5ec1b7d427bd027e6"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Round J.,""16317123100";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900751458&partnerID=40&md5=321e36184bea89c6ea9b899741f16830"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Gimpelson V., Oshchepkov A.,""6506321819";54080231400;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983354622&doi=10.1186%2f2193-9020-1-6&partnerID=40&md5=fa2787de7378339ef2de2c5b18791eab"",""Fear of unemployment"; Job insecurity;" Russia"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Iarskaia-Smirnova E., Romanov P.,""6507960734";23571229400;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900682540&partnerID=40&md5=4825873d197f16745c868235e1e73241"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Endresen A., Janda L.A., Kuznetsova J., Lyashevskaya O., Makarova A., Nesset T., Sokolova S.,""54880902900";25637094500;55047670800;37090988800;54879902200;14010678000;55535953100;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871487972&doi=10.1080%2f00806765.2012.740247&partnerID=40&md5=6342830963615256fd5cede7878cf723"",""Aspect"; Prefixes; Radial category; Russian;" Verbs"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Furmanov K., Balaeva O., Predvoditeleva M.,""55441274500";55440425400;55440567600;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868093160&doi=10.1080%2f13032917.2011.653629&partnerID=40&md5=34d6011a25bfbb2687f3a20006c1c03b"",""European Union"; Forecasting; Russia;" Tourism flows"",""econometrics"; European Union; forecasting method; numerical model; tourism development; trend analysis;" Russian Federation""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Schwartz S.,""7403606009";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870388889&doi=10.1007%2f978-3-531-18898-0_6&partnerID=40&md5=b326ae71e4851688209755c75507cbbd"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Pain E.,""26868038700";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878029590&doi=10.2753%2fRUP1061-1940500603&partnerID=40&md5=4028cb911a5fc92bd1768a738e1ea96a"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Molodchik M., Shakina E., Bykova A.,""55388213700";55266716300;54920362800;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867432769&doi=10.1108%2f14691931211276089&partnerID=40&md5=9a3507617b5b9b2ad7b4db4b9ea20fb1"",""Business performance"; Evaluation; Intellectual capital; Model; Transformation process;" Value drivers"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Khavenson T., Migol' E.,""53984321400";53984678300;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869800000&doi=10.2753%2fRES1060-9393541005&partnerID=40&md5=b4af62ec49fe8aeb0ec0ed8fe0e6087c"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Schwartz S.H., Cieciuch J., Vecchione M., Davidov E., Fischer R., Beierlein C., Ramos A., Verkasalo M., Lönnqvist J.-E., Demirutku K., Dirilen-Gumus O., Konty M.,""7403606009";36605942900;22982346400;23102647300;56281547800;16432448000;55611784100;56362902000;7102809411;6507116778;36631888300;15044682200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874491344&doi=10.1037%2fa0029393&partnerID=40&md5=88d3cdf000d7c0464951b9361a48b98d"",""Basic values"; Motivation; Value continuum; Value structure;" Value theory"",""adult"; article; comparative study; cultural factor; female; human; male; motivation; personality; psychological theory; reproducibility; social psychology; Adult; Cross-Cultural Comparison; Female; Humans; Male; Motivation; Personality; Psychological Theory; Reproducibility of Results; Social Values;" Young Adult""";;
13;"Kasamara V., Sorokina A.,""36573691900";36574503300;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870398129&doi=10.1016%2fj.postcomstud.2012.07.002&partnerID=40&md5=09d14d859b33690d11b81a92e4abfb5c"",""Post-Soviet nostalgia"; Russian political views; The authoritarian syndrome;" The Great Power"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Akinina Y., Dragoy O.,""55558819300";36522630700;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872437819&partnerID=40&md5=730642c87b25be392973b784332d1ffc"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Dragoy O., Ivanova M., Kuptsova S., Ulicheva A.,""36522630700";13406041800;55344594700;55266444400;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872469737&partnerID=40&md5=d28cc672f0c6e4ae806560ad77b504d7"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Talalakina E.V.,""55263019000";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864884649&partnerID=40&md5=0b28a8a5985932fa3ee02c8d6c0a38d8"",""Critical thinking"; Debates; Foreign language acquisition; Synchronous and asynchronous e-learning;" Video-conference"",""Asynchronous e-learning"; Critical thinking; Debates; Foreign language; Video-conference; E-learning; Mergers and acquisitions;" Education""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Borisova T.,""36455542800";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866390709&doi=10.1017%2fS0738248012000193&partnerID=40&md5=3af405162107487508aad32f44ed7e99"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Medushevsky A.N.,""35488593700";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864381026&doi=10.1016%2fj.euras.2012.03.003&partnerID=40&md5=360e8094fb8b5833c59be9e4ab4fd61a"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Sanina A.,""36469087400";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864389722&doi=10.1016%2fj.euras.2012.03.004&partnerID=40&md5=d2bac2b438ad02eeffe847ce43f3fb3f"",""Civil identity"; National identity; Russian identity; State identity;" Visual sociology"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Aleskerov F., Karabekyan D., Sanver M.R., Yakuba V.,""7003947309";37089067400;55664622300;15838265400;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861788648&doi=10.1016%2fj.mathsocsci.2011.10.001&partnerID=40&md5=45681ea0313b3dfab32d56fd728a3cf8"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Leung K., Lam B.C.P., Bond M.H., Conway III L.G., Gornick L.J., Amponsah B., Boehnke K., Dragolov G., Burgess S.M., Golestaneh M., Busch H., Hofer J., del Espinosa A.C.D., Fardis M., Ismail R., Kurman J., Lebedeva N., Tatarko A.N., Sam D.L., Teixeira M.L.M., Yamaguchi S., Fukuzawa A., Zhang J., Zhou F.,""56664618400";36696704000;7202608757;7006532302;36054524000;6602637442;7004227037;55248330100;55432640000;55248134700;9239479000;7006699455;55248316100;55248115000;56956461700;6603807063;8719892500;8440401400;6603745808;55555214100;36488710700;52363525700;57201891707;56489247100;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862148645&doi=10.1177%2f0022022111416361&partnerID=40&md5=c6c0299eb0c67cfbd82ae617bc886554"",""attitudes"; beliefs; personality; social cognition;" values"",";;;;;;;;;;;;
13;"Kiriya I.,""57202616795";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861656110&partnerID=40&md5=fc9d797015e4df0af5cf5e49376e0dfd"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Zakharov A.,""7202211585";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857944489&doi=10.1177%2f0951629811423122&partnerID=40&md5=c52689731da03726ae78ee97e7e6d32e"",""candidate payoffs"; electoral competition; probabilistic voting;" rational choice"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Belyi A.V.,""7005240794";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859347633&doi=10.1080%2f07036337.2011.584343&partnerID=40&md5=04e6fa0014e2ce09ef8f5a2a668ae571"",""Energy"; European Union; Geopolitics; International governance;" Russia"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Moskovskaia A.A.,""6503871529";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863514721&doi=10.2753%2fRES1060-9393540302&partnerID=40&md5=ebcf2a4c8a4997ab9c653711efdf1642"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Vernikov A.,""55203483300";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860450974&doi=10.2747%2f1539-7216.53.2.250&partnerID=40&md5=2a782041d04d1b19598cb3a6c91d1206"",""Bank assets"; Bank deposits; Bank loans; Chinese banks; Government control; Private banks; Public sector; Russia; Russian banks;" State-owned banks"",""banking"; financial system; firm ownership; firm size; government; lending behavior; market conditions; market transition; private sector; profitability; public sector; state owned enterprise; Central Europe; China;" Eastern Europe""";;;;;;;;;;;;;;;;
13;"Ivanova M.V., Hallowell B.,""13406041800";6701685000;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858213129&doi=10.1080%2f02687038.2011.618219&partnerID=40&md5=5c07c368aff948b46e32766f355f591c"",""Aphasia"; Cognitive processing; Complex span tasks; Eye-tracking; Working memory;" Working memory assessment"",""adult"; aged; aphasia; article; attention deficit disorder; controlled study; disease severity; eye movement; eye tracking; female; human; language disability; language processing; major clinical study; male; measurement; motor performance; speech; task performance; validity; verbal memory; visual deprivation; visual field defect; visual stimulation;" working memory""";;;;;;;;;
13;"Pyle W., Schoors K., Semenova M., Yudaeva K.,""6701393264";6602890065;24823591100;6508167448;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860495881&doi=10.2747%2f1539-7216.53.2.267&partnerID=40&md5=b43946604e77c67475adc567647ea40c"",""1998 financial crisis"; Bank runs; Household deposits; Ponzi scheme; Russia; Russian banks;" Sberbank"",""banking"; financial crisis; financial market; household survey; savings;" Russian Federation""";;;;;;;;;;;;;;;;;;;;;;;;;
13;"Popov V.,""7404533113";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857177317&doi=10.1080%2f17450101.2012.631816&partnerID=40&md5=2436fe6520a6edb77d7237ef034ec18a"",""Automobility"; individualization; mobile phones; public transport;" the internet"",""communication network"; cultural influence; individualism; Internet; mobile communication; mobility; public transport; tourism; traffic congestion;" Russian Federation""";;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Nesterova D.V., Kulakova T.V.,""57190430779";57190430395;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979963777&doi=10.17059%2f2012-1-11&partnerID=40&md5=f82085a2df5568016d161794b3a65dac"",""Exhibition"; Presentation and branding activities;" Promotion of transport services to strategic markets"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Schwartz S.,""7403606009";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948096501&doi=10.1007%2f978-3-531-18898-0_6&partnerID=40&md5=e5ebddb44f011143becb90dcf5734680"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Dobrushina N.,""54972405500";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856894820&doi=10.1515%2fling-2012-0001&partnerID=40&md5=ec353aef3843b74f73f4635ba36f293b"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Sheluntsova M.A.,""57190430888";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979961831&doi=10.17059%2f2012-1-25&partnerID=40&md5=ef4a57dae7c436c407d12f5546133096"",""Budgetary investment"; Management;" Methods of performance estimation"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Demidova O., Yakovlev A.,""6602926736";36085487700;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876007009&partnerID=40&md5=1299076b20592c05b3406cf47048a046"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Barsukova S.Yu.,""8881851000";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870506856&partnerID=40&md5=f9f76e6b3139f2f078b7ba4e247f8d39"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Borodina D.,""57195357658";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027447063&doi=10.17323%2f1814-9545-2012-2-222-231&partnerID=40&md5=edf3150eb28c2933307038cf9a5ad806"",""Funding sources"; Further vocational education; Off-job training; On-job training; Public servants;" Specializations"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Yudkevich M., Prakhov I.,""25924090500";56955534600;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027456709&doi=10.17323%2f1814-9545-2012-1-126-147&partnerID=40&md5=d3ef49baa59cbf741dd90af43a5c64dc"",""Academic performance"; Choice of university; Family income; School;" Unified state exam"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Abankina I., Abankina T., Filatova L., Nikolayenko E.,""55862160400";55497098000;57159275600;57160166200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027459779&partnerID=40&md5=f2e48a2868cd8dbc3f24e8dadc5dd612"",""Consumer spending"; Educational services market; Funding; Higher education;" Public demand"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Ozerova O., Kobyshcha V.,""57195360171";57195360611;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027446118&doi=10.17323%2f1814-9545-2012-1-246-256&partnerID=40&md5=d5e517ba15567cb14223c2edd5863548"",""Enrolment of students"; Field of study; Gender- and age-related characteristics; Higher vocational education; Number of students; Part-time education; Private higher vocational education;" State and municipal higher vocational institutions"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Mayorov A.,""57195362464";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027470116&doi=10.17323%2f1814-9545-2012-3-274-287&partnerID=40&md5=6ffb8e7e7993aa43ef1249acb2a710a1"",""Constitution"; Education management; Federalism; Powers; Scope of powers;" Separation of powers"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Roshchina Y.,""57191337103";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027441478&doi=10.17323%2f1814-9545-2012-1-257-277&partnerID=40&md5=bceb0888e7366c60ec194cc8c68184a2"",""Educational aspirations"; Educational opportunities; Family capital;" Higher education"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Konobeeva E.,""57193928612";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027452118&doi=10.17323%2f1814-9545-2012-2-207-221&partnerID=40&md5=4a6947e74e94b702cf831ecd719c04ba"",""Civic initiative"; Home-based kindergarten;" Social enterprise"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Penskaja E.,""57195361276";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027446412&doi=10.17323%2f1814-9545-2012-3-288-314&partnerID=40&md5=d2c83f87fc29b9280e16c4271c2c224d"",""Education modernization"; History of education;" Perversion of history"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Tatarko A.,""8440401400";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027438758&doi=10.17323%2f1814-9545-2012-2-68-86&partnerID=40&md5=6be8dd4b60438ff2a81975023bb06145"",""Civic identity"; Economic behavior patterns; Ethnic tolerance; Social capital;" Trust"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Penskaja E.,""57195361276";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027466114&partnerID=40&md5=89c534d4b8e4c2e14cb5ab329748be61"",""Education history"; Educational policy; Social and political journalism;" Transformations in educational system"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Ozerova O., Zabaturina I., Kuznetsova V., Kovaleva G.,""57195360171";54796178600;57195362765;55903451300;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027464484&doi=10.17323%2f1814-9545-2012-3-184-216&partnerID=40&md5=76464fe9a88ebc765e60f1f79c5b960f"",""Availability of dormitories"; Educational institutions; Information and communication technologies; Learning facilities; Public catering;" Structural condition of buildings"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Froumin I., Dobryakova M.,""36639433500";36639266100;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017180195&doi=10.17323%2f1814-9545-2012-2-159-191&partnerID=40&md5=0d4a97364027d149be9c0680277509a0"",""Financial aid"; Intention; Rural student;" Secondary vocational education"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Tyumeneva Y., Khavenson T.,""12790872300";53984321400;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027470174&partnerID=40&md5=c956ec30bd1ddb87692807fe280178ab"",""Cognitive development"; First difference method; Mathematics; Meta-subject skills; Professional experience; School students; Teachers;" TIMSS"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Androuschak G., Natkhov T.,""55385970200";56395499700;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027446636&partnerID=40&md5=bbf79a080a0c08b5a8d47d00dca910ca"",""Admission strategies"; Affordability of higher education; Education reform; Higher education institutions;" United State Exam"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Grunicheva I., Pinskaya M., Kosaretsky S.,""57192251715";56968021400;15058987600;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027461292&doi=10.17323%2f1814-9545-2012-3-30-63&partnerID=40&md5=a3e10392fed23a8dc337652e2876d5d1"",""Education reform"; Funding; Low-performing schools; National programs; Schools working in challenging social contexts;" Testing"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Pavlyutkin I.V.,""56636812000";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900547942&partnerID=40&md5=ed72dec34eedc6cb2e536e4a4d7f2d75"",""Copartnership networks"; Education; Heterarchy;" Orthodox community"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Abankina T., Krasilova A., Yastrebov G.,""55497098000";55497998000;25937011700;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002833200&doi=10.17323%2f1814-9545-2012-2-87-120&partnerID=40&md5=71f116a031a14e61eac7dc4e97cc88a6"",""Career plans"; Educational strategies; Intergenerational mobility; Life trajectories; Migration from the country to the city; Migration trajectories; Rural education; Rural school;" Social mobility"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Natkhov T.,""56395499700";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027469762&doi=10.17323%2f1814-9545-2012-2-62-67&partnerID=40&md5=5929ae4b2d30389269eedb5c393a70e0"",""Civic norms"; Education; External effects; Social capital; Tolerance;" Trust"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Melikyan A., Zhelezov B.,""57195361587";57195360201;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027448032&doi=10.17323%2f1814-9545-2012-4-259-277&partnerID=40&md5=c5ffe99de13072c13522e0ddddb71151"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Stepantsov P., Kuzminov V.,""57195362878";57195357048;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027458146&doi=10.17323%2f1814-9545-2012-4-83-108&partnerID=40&md5=5b74afd8417613612453782c78398f86"",""Competition"; Contingency; Education system; Educational choice; Professional education;" System cod"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Ugolnova L.,""57195359397";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027457882&partnerID=40&md5=193d3dd62344df9eba3aa6fc6d05b7ba"",""Distance learning"; Educational trajectories;" Professional higher education"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Alexandrov D., Baranova V., Ivaniushina V.,""9243817900";57203188113;6603652997;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988503597&doi=10.17323%2f1814-9545-2012-1-176-199&partnerID=40&md5=49eec1b826a7470fdf92717cc280368c"",""Differentiation of schools"; Immigration; Language adaptation; School education;" Social links"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Androushchak G., Yudkevich M.,""55786984600";25924090500;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84918913612&doi=10.4324%2f9780203803080&partnerID=40&md5=d24d22e1ceef6394e63d5225585b4fce"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Ilyin M., Meleshkina E., Stukal D.K.,""57191089482";55903407900;55627527700;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042852119&doi=10.1353%2freg.2012.0016&partnerID=40&md5=569bc7b74ab97ed8a434ef0c3d65712b"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Chernova Z.,""57192919533";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906890569&doi=10.1353%2freg.2012.0010&partnerID=40&md5=76c406b54aa63ba6221683a2ae1b5eec"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"García E.D.T.,""55421102000";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873908251&partnerID=40&md5=7e25dbdef4855e32d82fa7346091ea10"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Sanina A., Zakaryan A., Obidovskiy O.,""36469087400";57195357102;57195357629;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027447877&doi=10.17323%2f1814-9545-2012-3-217-240&partnerID=40&md5=d7e454e552b73db0120b6455a5bc3d17"",""'model' of a graduate"; Civic identity; Higher education; National identity;" State identity"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Androushchak G., Yudkevich M.,""55786984600";25924090500;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84918914664&doi=10.4324%2f9780203803080&partnerID=40&md5=64c58d2cc50f61a0b7094636427f94d5"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Frumin I., Kasprzhak A.,""57195362904";57015325300;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988596166&partnerID=40&md5=d06f792a15d7ff5c788fc93db824f8c6"",""Access to education"; Early childhood education; Educational policy; Quality of education; School education; Socialization; The traditional model of childhood; Unified state exam;" Universal cultural patterns"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Ginzburg Y., Ilyina T.,""57195361552";57195359718;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027467182&doi=10.17323%2f1814-9545-2012-1-278-290&partnerID=40&md5=25d7fb6859064fa88f61368ba2e1732b"",""Differentiation between learning programs"; Faculty of law; Legal education;" Universities"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Altbach P.G., Reisberg L., Pacheco I.F.,""16418407500";56451592100;56451581000;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84918878833&doi=10.4324%2f9780203803080&partnerID=40&md5=e1ffa1bbc3f6abc5c18fb24561e8eda4"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Altbach P.G., Reisberg L., Pacheco I.F.,""16418407500";56451592100;56451581000;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84918875090&doi=10.4324%2f9780203803080&partnerID=40&md5=d603860917959bdc4aa705e3b58fea4d"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
