;Область, Авторы,Идентификаторы авторов,Ссылка,Ключевые слова автора,Ключевые слова указателя;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;"Belomestny D.V., Prokhorov A.V.,""15069577900";7201653860;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947801601&doi=10.1137%2fS0040585X97T987363&partnerID=40&md5=faf4140941a72081c6d30a69b57671dc"",""Characterization"; Independent linear statistics;" Stability"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;"Dudok E., Guerreiro S., Babkin E., Pergl R., Van Kervel S.J.,""56549932900";24536769600;6701533991;26633154200;55440728400;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937467918&doi=10.1007%2f978-3-319-19297-0_1&partnerID=40&md5=6915a5ffda55b8a1cf22114ae57895de"",""Demo methodology"; Enterprise operating system; Enterprise operational analysis; Governance risk compliance;" Process mining"",""Data mining"; Risk assessment; Business procedures; Conformance checking; Demo methodology; Enterprise engineering; Governance risks; Operational analysis; Process mining; Transactional data;" Quality control""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;"Andreeva E., Poletaeva T., Abdulrab H., Babkin E.,""57016355100";56337698400;6602972854;6701533991;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951286129&doi=10.1007%2f978-3-319-24626-0_6&partnerID=40&md5=8062cb8d0dbdb8644a5b9b895ff09aa5"",""Domain ontology"; Knowledge management; Semantic data modeling; Semantic interoperability;" Supply network"",""Information analysis"; Information management; Knowledge management; Semantics; Supply chains; Business case; Domain ontologies; Knowledge integration; Ontology-based; Semantic data model; Semantic interoperability; Supply chain operations reference models; Supply networks;" Data integration""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;"Tkachenko E., Rogova E., Bodrunov S.,""57188755331";56323812600;57188754459;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006823157&partnerID=40&md5=32bdf85a55fb28f9e1a78f280a8c0f86"",""Cyclic dynamics"; Knowledge and technology transfer; Knowledge management;" Russian economy"",""Dynamics"; Economics; Knowledge based systems; Technology transfer; Knowledge and technology transfer; Knowledge management system; Macroeconomic dynamics; Macroeconomic terms; Market transformation; Nonlinear functions; Russian economy; Socio-economic systems;" Knowledge management""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;"Vishnevskiy K., Meissner D., Karasev O.,""57194113437";55337583500;54895674700;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939805112&doi=10.1108%2fFS-11-2014-0075&partnerID=40&md5=cc0cab2902ff5398c614aa030b310102"",""Corporate foresight"; Innovation; Integrated roadmapping; Strategic foresight;" Technology route"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;"Avdeeva Z.K., Omarova N.O., Taratuhina Y.V.,""26647340000";6508005938;56538734700;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947926096&doi=10.1007%2f978-3-319-19875-0_20&partnerID=40&md5=e5ec3bc18b474755f630a34016045f46"",""Adaptation of interface"; International educational communication;" Personal cultural-cognitive profile"",""Education"; Students; Approaches to learning; Cognitive profiles; Cultural groups; Educational contents; Educational environment; Educational spaces; Individualized learning; Pre-requisites;" E-learning""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;"Barjis J., Pergl R., Babkin E.,""12143986300";26633154200;6701533991;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951304374&doi=10.1007%2f978-3-319-24626-0&partnerID=40&md5=e2397efba7a2a34ed3d5f19f7deab95f"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;"Abu-Shanab R., Veretennikov A.Y.,""55631699600";7003845665;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940211222&doi=10.1090%2ftpms%2f945&partnerID=40&md5=f4363e999f496e8594861f57fa6993b4"",""Asymptotic efficiency"; Borovkov-Sakhanenko bounds; Cramér-Rao bounds;" Integral information inequalities"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;"Sergeev A., Babkin E.,""56379652600";6701533991;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937509259&doi=10.1007%2f978-3-319-19297-0_3&partnerID=40&md5=aee01d74ae0beaa8b663bff5485532fc"",""Competence"; DEMO; Enterprise engineering;" Enterprise restructuring"",""Competence"; DEMO; Enterprise engineering; Enterprise restructuring;" Modelling framework""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;"Kostinskiy A.Y., Syssoev V.S., Mareev E.A., Rakov V.A., Andreev M.G., Bogatov N.A., Makal'sky L.M., Sukharevsky D.I., Aleshchenko A.S., Kuznetsov V.E., Shatalina M.V.,""6505632124";6505825460;35606965700;7005285298;56921676500;6603914655;56922260000;56194293200;26323479800;56921195800;6505526635;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945198070&doi=10.1016%2fj.jastp.2015.10.006&partnerID=40&md5=8f699a09977e90ad917fdcff77baeda4"",""Artificially Charged Clouds"; Electric discharges; Initiation;" Lightning"",""Drops"; Electric fields; High speed cameras; Lightning; Projectiles; Rockets; Video cameras; Airborne vehicles; Conducting objects; High speed video cameras; Initiation; Lightning initiation; Negatively charged; Upward positive leaders; Vertical conductor;" Electric discharges""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;"Nascimento S., Casca S., Mirkin B.,""7003805775";56690550700;35428028600;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945477715&doi=10.1016%2fj.cageo.2015.06.002&partnerID=40&md5=c5eabc67ee388d5614be0e051710b2dd"",""Approximate clustering"; Homogeneity criterion; Seeded region growing; SST images;" Upwelling"",""Algorithms"; Approximation algorithms; Atmospheric temperature; Image segmentation; Iterative methods; Oceanography; Pixels; Submarine geophysics; Surface properties; Surface waters; Approximate clustering; Homogeneity criterion; Seeded region growing; SST images; Upwelling; Clustering algorithms; algorithm; homogeneity; nearshore dynamics; pixel; sea surface temperature; upwelling;" Portugal""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;"Didenkulov O.I., Didenkulova I.I., Pelinovsky E.N., Kurkin A.A.,""56416442300";6505843700;7004951110;7003446660;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950261354&doi=10.1134%2fS0001433815060055&partnerID=40&md5=21b187cd66e964a01b909493e15df491"",""bays of different cross sections"; run-up of long waves on a coast; water waves;" wave shape"",""shallow water"; solitary wave; water wave; wave modeling; wave runup;" wave velocity""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;"Kostinskiy A.Y., Syssoev V.S., Bogatov N.A., Mareev E.A., Andreev M.G., Makalsky L.M., Sukharevsky D.I., Rakov V.A.,""6505632124";6505825460;6603914655;35606965700;56921676500;6508066866;56194293200;57203079997;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954379476&doi=10.1002%2f2015JD023827&partnerID=40&md5=b0fd27c1ab4af59d9071c9e6da4bdd67"",,""atmospheric electricity"; cloud cover; cloud droplet; cloud to ground lightning; infrared imagery; plasma;" polarization""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;"Kostinskiy A.Y., Syssoev V.S., Bogatov N.A., Mareev E.A., Andreev M.G., Makalsky L.M., Sukharevsky D.I., Rakov V.A.,""6505632124";6505825460;6603914655;35606965700;56921676500;6508066866;56194293200;7005285298;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947023523&doi=10.1002%2f2015GL065620&partnerID=40&md5=e6346b1bc85fc36bf691392679b26f43"",""cloud"; discharge; leaders; lightning; lightning initiation;" streamers"",""Cameras"; Clouds; Complex networks; Discharge (fluid mechanics); Drops; Lightning; Channel morphology; Collective process; Hierarchical network; In-cloud discharge; Leaders; Lightning initiation; Plasma formations; Streamers; Electric discharges; channel morphology; cloud radiative forcing; droplet; electric field; lightning; plasma; thundercloud;" videography""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;"Kotomina O.V.,""56997363800";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949495665&doi=10.1134%2fS2079970515040103&partnerID=40&md5=8c62887ce592bde5b243f7353e20fa3e"",""federal districts"; knowledge-intensive business services; Russia's regions; sector of knowledge-intensive business services; spatial distribution;" supply and demand"",""business service"; comparative study; knowledge; spatial distribution;" Russian Federation""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;"Bespalov P.A., Savina O.N.,""6701525903";6603597819;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944324467&doi=10.1134%2fS1063773715100011&partnerID=40&md5=0995de287d303528e435d2376da04aa3"",""chromosphere"; corona; thermal conductivity; transition region;" turbulence"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;"Shapoval A., Le Mouël J.-L., Shnirman M., Courtillot V.,""10144240900";7006534497;6602725009;7007184416;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947486661&doi=10.1007%2fs11207-015-0778-9&partnerID=40&md5=39e4a98d3a78c9a20a697b0e59c10d89"",""Auto-regressive process"; First differences; Solar cycles;" Sunspots"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;"Salamon L.M., Benevolenski V.B., Jakobson L.I.,""6603591625";56823508000;41461158700;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946495767&doi=10.1007%2fs11266-015-9652-5&partnerID=40&md5=632552f90222f1476d84d74ad9459c70"",""Government regulation"; Nonprofit sector; Public administration; Public–private partnership; Russia; Social policy;" Socially oriented NPO"",""governance approach"; nonprofit organization; policy approach; public administration; public-private partnership; regulatory framework; social policy;" Russian Federation""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;"Salamon L.M.,""6603591625";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946490792&doi=10.1007%2fs11266-015-9638-3&partnerID=40&md5=ebf0eb9614bdcaf74a53188626520c35"",""Central and Eastern Europe"; China; Government-nonprofit cooperation; Nonprofit organization;" Welfare state"",""intergovernmental relations"; nonprofit organization; state role; welfare provision; Central Asia; Central Europe; China; Eastern Europe;" Russian Federation""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;"Pelinovsky E.N., Shurgalina E.G., Rodin A.A.,""7004951110";36915865200;54794492800;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943634912&doi=10.1134%2fS0001433815050096&partnerID=40&md5=2af8d3c2a309c30e940741159752b490"",""breaking bore"; field data; shallow water theory;" undular bore"",""breaking wave"; coastal zone; estuary; shallow water;" water depth""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;"Petrukhin N.S., Ruderman M.S., Pelinovsky E.,""6603394745";7006487390;7004951110;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937760809&doi=10.1007%2fs11207-015-0682-3&partnerID=40&md5=f6c2335d8361d2ceda6a52d817cc188a"",""Corona"; Coronal magnetic loops; Wave reflection;" Waves"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;"Bespalov P.A., Savina O.N.,""6701525903";6603597819;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921458554&doi=10.1016%2fj.jastp.2015.01.002&partnerID=40&md5=b454d9d670ccd3a041b38612407268c2"",""Atmosphere"; Ionosphere; Lamb wave;" Wave propagation"",""Earth atmosphere"; Ionosphere; Ionospheric measurement; Surface waves; Ultrasonic velocity measurement; Ultrasonic waves; Wave propagation; Acoustic-gravity waves; Atmospheric disturbance; Gravity disturbance; Non-isothermal atmospheres; Pressure component; Resonance layers; Sound speed; Wave pressure;" Acoustic wave propagation""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;"Shapoval A., Le Mouël J.-L., Shnirman M., Courtillot V.,""10144240900";7006534497;6602725009;7007184416;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921459622&doi=10.1088%2f0004-637X%2f799%2f1%2f56&partnerID=40&md5=a6f5b4afef084ba19e057cbd55c174a7"",""chaos"; Sun: activity; Sun: evolution;" sunspots"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;"Larionova M., Shelepov A.,""56153880200";56893481400;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943395266&doi=10.1007%2f978-3-319-19099-0_4&partnerID=40&md5=715b9ab47680abd8abf1144868612228"",,""Compliance performance"; Global governance;" Concretes""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;"Khamadieva A.,""56898925100";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943738025&doi=10.1007%2f978-3-319-15329-2_5&partnerID=40&md5=ddb2788ebf2b9f36c0bd07193018a76b"",""Place attributes"; Place marketing; Residents;" Residents’ utility"",""Commerce"; Branding strategies; Marketing strategy; Place attributes; Relevant target; Research gaps; Residents; Young peoples;" Marketing""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;"Savina O.N., Bespalov P.A.,""6603597819";6701525903;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937978559&doi=10.2478%2fs11600-014-0246-1&partnerID=40&md5=9de84afdcb46b98acf3298ed70861a5c"",""Acoustic gravity waves"; Atmosphere; D and E layers; Ionosphere;" Realistic temperature profile"",""Acoustic wave velocity"; Gravity waves; Ionosphere; Wave propagation; Acoustic-gravity waves; Analytical results; Atmospheric waves; Elevated pressure; Original model; Plasma irregularities; Resonance region; Temperature profiles; Computer simulation; acoustics; air temperature; gravity wave; ionosphere; sound velocity; temperature profile;" wave propagation""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;"Bespalov P.A., Savina O.N.,""6701525903";6603597819;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952629174&doi=10.1016%2fj.asr.2015.07.030&partnerID=40&md5=e6bc59e72f14ede88edb1c1f5fc38800"",""Equatorial electrojet"; Heating-facility; Magnetosphere;" Plasma magnetospheric maser"",""Antennas"; Atmospheric electricity; Frequency bands; Heating; Ionosphere; Masers; Radiation belts; Eigen frequencies; Electromagnetic signals; Electron radiation belt; Equatorial electrojet; Heating facilities; Periodic heating; Short waves; Ultra low frequencies;" Magnetosphere""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;"Talipova T.G., Kurkina O.E., Rouvinskaya E.A., Pelinovsky E.N.,""7004244713";36676379700;54789183300;7004951110;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924088480&doi=10.1134%2fS0001433815010107&partnerID=40&md5=67e61f645f573d258e826157a5788663"",""Euler equations"; Gardner equation; internal waves; soliton;" two-layer ocean"",""amplitude"; Eulerian analysis; internal wave; ocean wave; solitary wave; wave equation;" wave propagation""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;"Bakunina I.A., Melnikov V.F., Solov’ev A.A., Abramov-Maximov V.E.,""6701318236";7004349780;57193226509;35725101300;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922087099&doi=10.1007%2fs11207-014-0614-7&partnerID=40&md5=072e2f4f6b45dbe4d7bfc664e01cd9b5"",""Active regions, magnetic fields"; Flares, pre-flare phenomena;" Radio emission, active regions"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;"Petrosyants K.O., Kharitonov I.A.,""6602577918";56711354200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957944753&partnerID=40&md5=68d09b73c07455cb3323aedb7fa8810d"",""Chips"; Electronic Components; Hot Points; Infrared Thermography; Overheating; Pcbs; Reliability;" Units"",""Bridge decks"; Data handling; Image processing; Polychlorinated biphenyls; Reliability; Semiconductor devices; Software testing; Thermography (imaging); Chips; Electronic component; Hot point; Overheating; Units;" Nondestructive examination""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;"Zotov L.V., Bizouard C.,""6603169173";6603368769;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923225710&doi=10.1016%2fj.asr.2014.12.013&partnerID=40&md5=5649a199f44f1aea1e9d02c4b653a180"",""AAM"; Chandler wobble;" Earth rotation"",""Frequency bands"; AAM; Chandler wobbles; Earth rotation; Filtering method; North Atlantic; Polar motion; Regional pattern; Time domain;" Time domain analysis""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;"Shcherbatenko M., Lobanov Y., Benderov O., Shurakov A., Ignatov A., Titova N., Finkel M., Maslennikov S., Kaurova N., Voronov B.M., Rodin A., Klapwijk T.M., Gol'tsman G.N.,""56095501200";9333900400;56964368500;55266061300;57201612032;56740458200;12767354500;8503067600;6507396101;57200973381;7101726289;7006694350;7006771637;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947211984&partnerID=40&md5=72bbf3be7c8fc1315076d41882ebcaad"",,""Antennas"; Bandpass filters; Bolometers; Earth (planet); Earth atmosphere; Germanium; Hot electrons; Infrared detectors; Lenses; Mixers (machinery); Superconducting films; Antenna parameters; Germanium windows; Hot electron bolometer mixer; Interstellar space; Logarithmic spiral; Narrow-band pass filters; Planetary atmosphere; Superconducting hot-electron bolometer;" Spiral antennas""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;"Tretyakov I., Maslennikov S., Semenov A., Safir O., Finkel M., Ryabchun S., Kaurova N., Voronov B., Goltsman G., Klapwijk T.M.,""35730618600";8503067600;7402498907;56963746300;12767354500;15766226900;6507396101;57200973381;7006771637;7006694350;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947232049&partnerID=40&md5=89e9311761823d3da3bef4e84e156052"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;"Burov A.A., Guerman A.D., Kosenko I.I., Ferraz A., Nikonov V.,""14120866400";6508339570;6602748639;57191584595;56224480800;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991585186&partnerID=40&md5=3f187de1cb5773ce2d0a497240d59072"",,""Asteroids"; Reconfigurable hardware; Space flight; Space tethers; Spacecraft; Tracking (position); Celestial bodies; Libration point; Non-trivial; Problem parameters; Relative equilibria; Space elevators; Stability and bifurcation; Tether lengths;" Tetherlines""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
